X-Position,Y-Position,Width,Height
tensor(6.5782),tensor(313.5512),tensor(13.1563),tensor(37.2900)
tensor(317.1505),tensor(296.4785),tensor(18.1208),tensor(25.1418)
----- NEW FRAME -----
tensor(11.6183),tensor(317.3116),tensor(23.2367),tensor(41.3229)
tensor(555.5613),tensor(336.3650),tensor(36.1831),tensor(50.4828)
tensor(353.5990),tensor(299.1197),tensor(18.9946),tensor(29.9441)
tensor(228.0298),tensor(284.6378),tensor(14.9450),tensor(22.1694)
----- NEW FRAME -----
tensor(37.9180),tensor(325.5761),tensor(32.6888),tensor(44.7164)
tensor(411.7787),tensor(304.8974),tensor(22.4423),tensor(32.7932)
tensor(273.3711),tensor(286.7709),tensor(15.1213),tensor(22.8671)
tensor(84.6699),tensor(272.3532),tensor(12.2982),tensor(15.7007)
----- NEW FRAME -----
tensor(32.0543),tensor(303.7177),tensor(23.6158),tensor(33.1387)
tensor(69.2691),tensor(335.7545),tensor(36.2078),tensor(53.7441)
tensor(485.2315),tensor(314.5203),tensor(27.8272),tensor(37.4382)
tensor(322.5670),tensor(289.3430),tensor(16.0819),tensor(25.1625)
tensor(131.5111),tensor(273.3847),tensor(11.7520),tensor(15.6765)
----- NEW FRAME -----
tensor(66.8998),tensor(349.9228),tensor(42.2481),tensor(59.0742)
tensor(41.9391),tensor(306.4074),tensor(25.0461),tensor(35.5863)
tensor(549.0479),tensor(325.4060),tensor(29.0045),tensor(41.6403)
tensor(355.5829),tensor(294.3211),tensor(17.2590),tensor(26.6046)
tensor(156.1108),tensor(273.6309),tensor(11.5265),tensor(16.1561)
tensor(67.0000),tensor(357.5010),tensor(41.6234),tensor(40.2797)
tensor(66.2993),tensor(368.6304),tensor(40.4667),tensor(18.2205)
----- NEW FRAME -----
tensor(23.1726),tensor(313.7260),tensor(28.6788),tensor(39.5043)
tensor(603.6958),tensor(339.5272),tensor(36.2705),tensor(48.2203)
tensor(28.0098),tensor(371.1517),tensor(53.5567),tensor(79.6178)
tensor(372.2655),tensor(299.6536),tensor(19.4067),tensor(30.1672)
----- NEW FRAME -----
tensor(32.2403),tensor(319.7304),tensor(32.6469),tensor(44.1285)
tensor(417.2309),tensor(304.1796),tensor(23.0736),tensor(34.5164)
tensor(15.6479),tensor(388.0333),tensor(31.2959),tensor(63.8366)
----- NEW FRAME -----
tensor(38.9773),tensor(329.8063),tensor(34.7291),tensor(51.0751)
tensor(472.7705),tensor(311.3304),tensor(25.9644),tensor(38.5912)
tensor(6.8156),tensor(292.1183),tensor(13.6311),tensor(41.7050)
tensor(5.9196),tensor(283.3109),tensor(11.8391),tensor(23.5247)
tensor(306.1406),tensor(286.8748),tensor(15.7933),tensor(25.3275)
----- NEW FRAME -----
tensor(503.6661),tensor(324.0630),tensor(30.4901),tensor(43.7613)
tensor(8.9855),tensor(347.0590),tensor(17.9709),tensor(62.6335)
tensor(311.5332),tensor(291.9656),tensor(17.7373),tensor(29.9431)
tensor(219.7474),tensor(279.7258),tensor(13.1406),tensor(19.7950)
----- NEW FRAME -----
tensor(529.4630),tensor(335.8141),tensor(34.6577),tensor(50.6942)
tensor(307.0161),tensor(296.6668),tensor(18.7424),tensor(31.1561)
----- NEW FRAME -----
tensor(609.0284),tensor(355.7490),tensor(44.0811),tensor(61.0979)
tensor(331.7549),tensor(303.4623),tensor(21.4777),tensor(32.8419)
tensor(226.2596),tensor(287.3771),tensor(13.9846),tensor(22.6608)
----- NEW FRAME -----
tensor(398.8088),tensor(311.0118),tensor(24.6244),tensor(35.7285)
tensor(9.6823),tensor(303.7426),tensor(19.3647),tensor(27.9730)
tensor(280.1560),tensor(291.2333),tensor(17.3345),tensor(22.9022)
----- NEW FRAME -----
tensor(495.4623),tensor(323.3803),tensor(31.9080),tensor(43.9990)
tensor(69.9577),tensor(304.9559),tensor(23.8066),tensor(30.9618)
tensor(4.4088),tensor(365.8299),tensor(8.8176),tensor(9.3494)
tensor(347.0210),tensor(294.2092),tensor(17.1304),tensor(25.5222)
tensor(4.3674),tensor(359.6099),tensor(8.7348),tensor(20.4956)
----- NEW FRAME -----
tensor(49.6479),tensor(359.8956),tensor(44.9264),tensor(59.9810)
tensor(141.7313),tensor(306.9323),tensor(25.3980),tensor(33.2019)
tensor(430.3351),tensor(297.9316),tensor(22.5967),tensor(31.6107)
tensor(626.4406),tensor(340.4683),tensor(27.1189),tensor(43.3093)
----- NEW FRAME -----
tensor(100.2201),tensor(379.3757),tensor(50.5471),tensor(73.3975)
tensor(203.2153),tensor(313.4414),tensor(25.1929),tensor(33.4888)
tensor(518.9741),tensor(304.4308),tensor(22.8641),tensor(30.2126)
----- NEW FRAME -----
tensor(261.7349),tensor(312.6853),tensor(25.0925),tensor(33.8215)
tensor(617.9049),tensor(312.1342),tensor(28.7097),tensor(35.5739)
tensor(151.7513),tensor(369.4725),tensor(25.1024),tensor(34.2701)
----- NEW FRAME -----
tensor(297.1793),tensor(319.5092),tensor(24.7140),tensor(37.9008)
tensor(514.8624),tensor(286.6473),tensor(13.1530),tensor(21.1288)
tensor(313.7748),tensor(279.8308),tensor(17.7338),tensor(32.7248)
----- NEW FRAME -----
tensor(290.5922),tensor(328.6069),tensor(28.5727),tensor(41.7805)
tensor(523.9695),tensor(288.5175),tensor(14.5055),tensor(22.2694)
tensor(312.4269),tensor(279.8235),tensor(17.2302),tensor(31.3147)
----- NEW FRAME -----
tensor(248.6291),tensor(338.7901),tensor(35.2033),tensor(48.2090)
tensor(504.2527),tensor(290.5919),tensor(15.0066),tensor(24.0048)
tensor(287.2269),tensor(272.4503),tensor(16.9591),tensor(16.0117)
tensor(284.5705),tensor(281.8160),tensor(22.4627),tensor(35.0823)
----- NEW FRAME -----
tensor(193.7216),tensor(351.3269),tensor(37.9644),tensor(56.9475)
tensor(480.6622),tensor(288.4796),tensor(15.0594),tensor(24.4513)
tensor(245.7861),tensor(288.2668),tensor(18.0671),tensor(24.7258)
tensor(257.6986),tensor(270.8219),tensor(13.8954),tensor(20.7464)
----- NEW FRAME -----
tensor(158.7373),tensor(362.7229),tensor(34.0272),tensor(49.2723)
tensor(233.9929),tensor(289.9329),tensor(16.3686),tensor(26.8719)
tensor(485.8726),tensor(291.8470),tensor(17.4559),tensor(25.9731)
----- NEW FRAME -----
tensor(101.3784),tensor(401.4829),tensor(54.0399),tensor(84.9218)
tensor(220.5948),tensor(295.0106),tensor(20.6180),tensor(26.7131)
tensor(491.1518),tensor(295.7086),tensor(18.6340),tensor(27.5804)
tensor(97.8827),tensor(401.2958),tensor(42.0278),tensor(73.5321)
tensor(241.4780),tensor(272.1722),tensor(13.5635),tensor(23.1736)
----- NEW FRAME -----
tensor(500.0128),tensor(300.1289),tensor(19.9249),tensor(30.1360)
tensor(205.0801),tensor(299.5825),tensor(20.9682),tensor(29.3787)
tensor(233.0130),tensor(273.7243),tensor(15.1071),tensor(22.2836)
----- NEW FRAME -----
tensor(510.5774),tensor(306.3532),tensor(22.1151),tensor(33.0201)
tensor(185.7751),tensor(305.6429),tensor(21.7836),tensor(33.5232)
tensor(223.2751),tensor(276.0780),tensor(17.5245),tensor(26.2445)
----- NEW FRAME -----
tensor(163.8221),tensor(311.4846),tensor(25.4382),tensor(37.4410)
tensor(525.2559),tensor(312.5850),tensor(23.6128),tensor(35.4502)
tensor(397.4579),tensor(282.2216),tensor(12.4423),tensor(20.4526)
tensor(214.2582),tensor(276.3420),tensor(19.1780),tensor(28.7569)
tensor(358.9343),tensor(271.5981),tensor(8.3273),tensor(14.0902)
----- NEW FRAME -----
tensor(154.1901),tensor(319.9642),tensor(28.4138),tensor(40.6583)
tensor(561.9244),tensor(320.2181),tensor(28.9921),tensor(40.6930)
tensor(410.4024),tensor(283.6116),tensor(13.5281),tensor(21.7040)
tensor(219.5758),tensor(270.3690),tensor(14.8875),tensor(17.4440)
tensor(214.4825),tensor(279.7343),tensor(20.5217),tensor(26.9886)
----- NEW FRAME -----
tensor(160.8026),tensor(329.8645),tensor(32.6242),tensor(49.6353)
tensor(627.4212),tensor(331.9475),tensor(25.1576),tensor(45.3518)
tensor(441.5837),tensor(286.5218),tensor(14.4619),tensor(22.6095)
tensor(229.3734),tensor(285.1193),tensor(15.8205),tensor(22.5541)
----- NEW FRAME -----
tensor(155.6485),tensor(342.9654),tensor(38.6275),tensor(56.0677)
tensor(467.8337),tensor(288.5918),tensor(16.6427),tensor(25.3128)
tensor(240.8033),tensor(286.8567),tensor(16.2191),tensor(23.8841)
tensor(413.1193),tensor(273.8594),tensor(10.2952),tensor(14.4962)
tensor(252.3593),tensor(271.2669),tensor(15.5355),tensor(20.4820)
----- NEW FRAME -----
tensor(121.1077),tensor(364.7858),tensor(46.3958),tensor(69.2264)
tensor(480.9154),tensor(292.5965),tensor(17.0399),tensor(27.6365)
tensor(234.6902),tensor(290.0551),tensor(16.3751),tensor(25.2124)
tensor(251.0269),tensor(273.3378),tensor(14.3019),tensor(20.5549)
tensor(118.9354),tensor(373.7415),tensor(45.3354),tensor(51.0068)
----- NEW FRAME -----
tensor(60.6353),tensor(382.7860),tensor(40.8206),tensor(60.7500)
tensor(223.6102),tensor(295.1606),tensor(19.0364),tensor(26.1754)
tensor(491.8900),tensor(295.8595),tensor(18.2434),tensor(26.2228)
tensor(420.5709),tensor(277.6956),tensor(12.3467),tensor(17.0110)
tensor(244.9554),tensor(274.8164),tensor(14.1727),tensor(21.8231)
----- NEW FRAME -----
tensor(506.4488),tensor(300.5322),tensor(19.0605),tensor(30.3428)
tensor(213.3152),tensor(299.5179),tensor(20.2054),tensor(31.5246)
tensor(241.3357),tensor(275.2901),tensor(13.2593),tensor(24.0121)
tensor(425.7619),tensor(278.2263),tensor(12.0670),tensor(17.9280)
----- NEW FRAME -----
tensor(200.7733),tensor(306.0779),tensor(22.5651),tensor(33.8251)
tensor(526.3386),tensor(307.4830),tensor(22.0281),tensor(32.2773)
tensor(235.6523),tensor(279.1146),tensor(14.3884),tensor(24.5634)
tensor(212.0813),tensor(270.1976),tensor(7.8228),tensor(11.4527)
tensor(431.3023),tensor(281.8720),tensor(12.1486),tensor(17.3273)
tensor(386.1096),tensor(272.3247),tensor(7.8352),tensor(10.4002)
----- NEW FRAME -----
tensor(186.8943),tensor(313.8826),tensor(25.0961),tensor(36.3368)
tensor(550.9730),tensor(314.5666),tensor(25.7678),tensor(35.7010)
tensor(232.0589),tensor(280.1102),tensor(15.6783),tensor(26.5568)
tensor(438.6535),tensor(283.4854),tensor(14.1285),tensor(19.4141)
----- NEW FRAME -----
tensor(168.2956),tensor(323.9645),tensor(30.2590),tensor(44.8467)
tensor(580.3269),tensor(324.0959),tensor(27.3577),tensor(43.9349)
tensor(446.9012),tensor(287.0287),tensor(13.5448),tensor(21.1537)
tensor(227.5228),tensor(282.7568),tensor(18.5799),tensor(31.2200)
----- NEW FRAME -----
tensor(617.5520),tensor(330.9850),tensor(33.0526),tensor(48.4174)
tensor(144.5463),tensor(331.9959),tensor(33.6247),tensor(49.9214)
tensor(219.3336),tensor(287.7375),tensor(15.8577),tensor(24.2001)
tensor(456.2536),tensor(287.4121),tensor(13.2947),tensor(21.9793)
----- NEW FRAME -----
tensor(111.5135),tensor(348.2896),tensor(41.5496),tensor(62.2610)
tensor(465.9336),tensor(288.3350),tensor(14.7861),tensor(24.9017)
tensor(210.7394),tensor(288.7592),tensor(15.9366),tensor(25.6237)
----- NEW FRAME -----
tensor(60.5684),tensor(367.4877),tensor(52.1629),tensor(78.8514)
tensor(476.3139),tensor(290.2940),tensor(17.4434),tensor(26.8899)
tensor(199.7857),tensor(291.2372),tensor(17.7827),tensor(28.0378)
----- NEW FRAME -----
tensor(491.2254),tensor(293.5426),tensor(18.4147),tensor(28.7349)
tensor(189.7815),tensor(296.5845),tensor(20.6517),tensor(29.3619)
tensor(189.7424),tensor(289.1534),tensor(21.7324),tensor(47.4212)
tensor(187.8599),tensor(271.5237),tensor(12.8808),tensor(14.8660)
tensor(410.3610),tensor(274.6745),tensor(10.1033),tensor(14.6261)
----- NEW FRAME -----
tensor(507.5109),tensor(300.6765),tensor(18.6526),tensor(28.3203)
tensor(175.9827),tensor(303.4496),tensor(21.3970),tensor(31.2245)
tensor(209.4314),tensor(278.7240),tensor(12.6546),tensor(18.3112)
tensor(415.7873),tensor(278.6511),tensor(8.9092),tensor(16.6503)
----- NEW FRAME -----
tensor(160.6752),tensor(312.4382),tensor(24.0056),tensor(36.1541)
tensor(528.9397),tensor(306.9875),tensor(21.8286),tensor(34.2931)
tensor(176.7995),tensor(276.7711),tensor(10.9533),tensor(16.7307)
tensor(204.1179),tensor(283.5355),tensor(13.2172),tensor(18.9425)
tensor(422.9225),tensor(282.7794),tensor(10.1501),tensor(17.7588)
----- NEW FRAME -----
tensor(150.2413),tensor(320.4875),tensor(27.8450),tensor(40.1355)
tensor(177.8031),tensor(277.7137),tensor(11.7487),tensor(15.3521)
tensor(564.1652),tensor(314.4564),tensor(25.0383),tensor(35.1633)
tensor(205.5137),tensor(284.9213),tensor(15.9613),tensor(21.0791)
tensor(437.7621),tensor(285.4263),tensor(11.9462),tensor(19.4807)
----- NEW FRAME -----
tensor(159.7771),tensor(330.3546),tensor(32.4810),tensor(48.7787)
tensor(474.3968),tensor(289.3024),tensor(12.6639),tensor(20.3582)
tensor(628.8354),tensor(323.9898),tensor(22.3292),tensor(41.3610)
tensor(225.8692),tensor(287.1787),tensor(14.2892),tensor(22.3274)
tensor(198.5186),tensor(279.2212),tensor(12.6591),tensor(19.4170)
tensor(410.4832),tensor(279.6462),tensor(11.9813),tensor(18.4117)
----- NEW FRAME -----
tensor(134.3567),tensor(341.5097),tensor(37.5345),tensor(58.1700)
tensor(194.3466),tensor(280.5241),tensor(12.3896),tensor(19.8017)
tensor(221.8493),tensor(289.0222),tensor(18.0787),tensor(25.5625)
tensor(488.0273),tensor(292.6944),tensor(14.6486),tensor(24.9432)
----- NEW FRAME -----
tensor(91.2760),tensor(360.7423),tensor(49.1855),tensor(71.8021)
tensor(498.7988),tensor(290.5410),tensor(14.0638),tensor(25.0335)
tensor(211.9228),tensor(289.3944),tensor(17.5743),tensor(25.4479)
tensor(185.5699),tensor(280.0565),tensor(12.4918),tensor(18.9545)
tensor(420.9255),tensor(278.5815),tensor(12.1716),tensor(19.7467)
----- NEW FRAME -----
tensor(510.0490),tensor(293.7543),tensor(16.8678),tensor(26.1287)
tensor(199.3302),tensor(293.4396),tensor(18.3806),tensor(26.2847)
tensor(24.0680),tensor(384.1639),tensor(45.8931),tensor(71.8695)
tensor(173.4632),tensor(281.8475),tensor(16.2812),tensor(20.2029)
tensor(103.3693),tensor(277.0190),tensor(11.7628),tensor(16.7187)
----- NEW FRAME -----
tensor(184.5242),tensor(297.1013),tensor(19.4801),tensor(28.0111)
tensor(523.7435),tensor(297.4140),tensor(17.7776),tensor(27.1848)
tensor(160.7382),tensor(283.6848),tensor(14.1589),tensor(19.1877)
tensor(427.4534),tensor(281.8354),tensor(14.1328),tensor(21.9350)
----- NEW FRAME -----
tensor(544.6522),tensor(304.8822),tensor(20.0964),tensor(31.4590)
tensor(172.6674),tensor(304.8819),tensor(22.1536),tensor(33.2172)
tensor(73.8079),tensor(282.1883),tensor(13.6126),tensor(19.0216)
tensor(149.7124),tensor(288.1713),tensor(19.1068),tensor(23.7428)
tensor(435.5025),tensor(285.8252),tensor(14.8110),tensor(24.0652)
tensor(197.7516),tensor(143.4892),tensor(14.3012),tensor(14.9117)
----- NEW FRAME -----
tensor(569.5483),tensor(312.9524),tensor(22.4963),tensor(34.9637)
tensor(157.1104),tensor(313.5128),tensor(22.9495),tensor(34.8099)
tensor(58.8805),tensor(287.2318),tensor(14.7001),tensor(21.6865)
tensor(445.7020),tensor(292.0549),tensor(15.0437),tensor(23.3064)
tensor(137.4616),tensor(295.1099),tensor(15.4289),tensor(22.5199)
----- NEW FRAME -----
tensor(137.2724),tensor(322.9746),tensor(27.7512),tensor(39.9097)
tensor(601.3427),tensor(322.9425),tensor(26.3811),tensor(39.1892)
tensor(123.0236),tensor(299.5735),tensor(18.0145),tensor(24.0092)
tensor(42.1714),tensor(289.9890),tensor(14.9850),tensor(21.9854)
tensor(456.3960),tensor(297.9273),tensor(16.0947),tensor(22.2042)
tensor(135.9893),tensor(309.4016),tensor(23.7018),tensor(13.2036)
----- NEW FRAME -----
tensor(472.5671),tensor(301.8671),tensor(17.3811),tensor(26.4987)
tensor(116.0540),tensor(331.6599),tensor(31.3303),tensor(45.0095)
tensor(110.3403),tensor(303.2761),tensor(21.4454),tensor(26.1824)
tensor(116.3561),tensor(321.7048),tensor(31.5434),tensor(66.3287)
tensor(634.0957),tensor(332.0861),tensor(11.8086),tensor(40.8138)
tensor(282.8517),tensor(283.1886),tensor(10.0784),tensor(15.4918)
tensor(100.6899),tensor(278.1358),tensor(10.7167),tensor(14.8652)
tensor(27.5337),tensor(293.3794),tensor(15.7185),tensor(23.9328)
tensor(114.4501),tensor(304.1396),tensor(30.0143),tensor(27.6467)
----- NEW FRAME -----
tensor(91.5608),tensor(304.2280),tensor(22.7990),tensor(32.0967)
tensor(489.5353),tensor(303.3239),tensor(20.3511),tensor(30.2399)
tensor(8.4745),tensor(291.5821),tensor(16.9491),tensor(24.3412)
tensor(86.4906),tensor(335.2784),tensor(36.9783),tensor(62.7925)
tensor(282.9681),tensor(280.4083),tensor(10.4354),tensor(17.8481)
----- NEW FRAME -----
tensor(45.4284),tensor(354.4646),tensor(46.3209),tensor(63.3700)
tensor(511.2206),tensor(305.8414),tensor(22.6490),tensor(33.5763)
tensor(71.0616),tensor(305.9092),tensor(25.3077),tensor(34.6300)
tensor(285.4618),tensor(278.5202),tensor(10.5431),tensor(20.0892)
tensor(86.0025),tensor(272.5082),tensor(11.3091),tensor(16.3364)
----- NEW FRAME -----
tensor(42.7273),tensor(309.4588),tensor(27.7164),tensor(41.7154)
tensor(534.9950),tensor(309.9887),tensor(25.6641),tensor(37.5076)
tensor(74.9995),tensor(271.2516),tensor(12.5782),tensor(16.8782)
tensor(284.9093),tensor(277.6602),tensor(11.7306),tensor(19.8185)
tensor(178.5303),tensor(274.2109),tensor(12.7799),tensor(17.5209)
----- NEW FRAME -----
tensor(11.5769),tensor(318.5749),tensor(23.1537),tensor(42.7769)
tensor(565.2198),tensor(317.1470),tensor(29.6608),tensor(41.7325)
tensor(283.4743),tensor(279.2589),tensor(12.9841),tensor(21.9269)
tensor(62.8151),tensor(272.0578),tensor(12.2891),tensor(18.0206)
tensor(395.4579),tensor(290.8414),tensor(15.3444),tensor(22.1456)
tensor(170.8794),tensor(275.4236),tensor(13.5770),tensor(18.7373)
----- NEW FRAME -----
tensor(601.8392),tensor(329.2935),tensor(35.9268),tensor(49.4359)
tensor(162.5386),tensor(279.1072),tensor(13.3951),tensor(20.1097)
tensor(49.4854),tensor(276.0232),tensor(13.7677),tensor(17.5475)
tensor(282.5138),tensor(283.9360),tensor(13.5514),tensor(22.7736)
tensor(403.8337),tensor(297.8454),tensor(15.2467),tensor(21.6871)
----- NEW FRAME -----
tensor(52.9096),tensor(279.6502),tensor(15.4165),tensor(19.7365)
tensor(295.9742),tensor(288.7877),tensor(17.2914),tensor(25.5016)
tensor(170.7990),tensor(283.0685),tensor(14.7994),tensor(21.4226)
tensor(432.4014),tensor(301.3549),tensor(18.3693),tensor(32.5740)
----- NEW FRAME -----
tensor(474.3128),tensor(311.6131),tensor(23.1324),tensor(37.4927)
tensor(185.0387),tensor(287.2787),tensor(15.0770),tensor(22.7336)
tensor(317.5210),tensor(292.6489),tensor(19.8328),tensor(29.1632)
tensor(64.1646),tensor(283.1009),tensor(15.5954),tensor(20.2542)
----- NEW FRAME -----
tensor(528.2607),tensor(321.5869),tensor(28.8170),tensor(43.7919)
tensor(201.1858),tensor(290.1537),tensor(15.8336),tensor(24.6245)
tensor(75.8878),tensor(285.2245),tensor(15.4569),tensor(22.5547)
tensor(344.7951),tensor(299.7263),tensor(19.5658),tensor(29.4976)
----- NEW FRAME -----
tensor(602.0203),tensor(331.8391),tensor(38.2524),tensor(55.6262)
tensor(379.7778),tensor(305.2364),tensor(25.5614),tensor(35.2041)
tensor(92.6233),tensor(287.5174),tensor(18.0185),tensor(23.2090)
tensor(222.3101),tensor(293.3705),tensor(19.0554),tensor(25.9285)
----- NEW FRAME -----
tensor(438.4318),tensor(310.7218),tensor(26.8964),tensor(39.1781)
tensor(128.2768),tensor(288.1732),tensor(16.4331),tensor(24.0865)
tensor(261.6769),tensor(296.5974),tensor(20.0413),tensor(27.2645)
tensor(483.0043),tensor(206.2483),tensor(35.5990),tensor(69.3543)
----- NEW FRAME -----
tensor(170.9470),tensor(291.0228),tensor(18.3314),tensor(26.1745)
tensor(517.1570),tensor(320.1195),tensor(33.7295),tensor(49.1747)
tensor(309.7877),tensor(301.5145),tensor(20.9105),tensor(28.6018)
tensor(465.7397),tensor(227.1998),tensor(32.2877),tensor(65.9345)
tensor(4.0141),tensor(282.5834),tensor(8.0282),tensor(22.0198)
----- NEW FRAME -----
tensor(365.3952),tensor(308.0027),tensor(22.9757),tensor(32.6154)
tensor(215.0158),tensor(294.4784),tensor(18.6308),tensor(26.6527)
tensor(621.7367),tensor(336.9123),tensor(36.5266),tensor(58.8181)
tensor(42.8881),tensor(285.0619),tensor(16.0492),tensor(21.2496)
----- NEW FRAME -----
tensor(432.7508),tensor(316.6762),tensor(30.7791),tensor(41.6281)
tensor(262.2319),tensor(299.1039),tensor(19.7162),tensor(28.1122)
tensor(87.3048),tensor(287.3951),tensor(17.5967),tensor(22.7593)
----- NEW FRAME -----
tensor(519.7181),tensor(330.2897),tensor(35.9907),tensor(48.9915)
tensor(315.3026),tensor(304.6752),tensor(22.9222),tensor(31.6975)
tensor(134.2070),tensor(289.9483),tensor(18.8370),tensor(22.9263)
----- NEW FRAME -----
tensor(395.2010),tensor(312.2506),tensor(26.6134),tensor(36.8936)
tensor(202.3116),tensor(293.1687),tensor(18.1493),tensor(24.0676)
----- NEW FRAME -----
tensor(495.0346),tensor(323.4070),tensor(30.9390),tensor(44.2958)
tensor(270.5950),tensor(296.1693),tensor(19.3637),tensor(24.3300)
tensor(146.7570),tensor(278.5119),tensor(12.2277),tensor(15.8438)
tensor(456.9733),tensor(402.7004),tensor(10.7470),tensor(15.1864)
----- NEW FRAME -----
tensor(573.1096),tensor(337.7284),tensor(32.8580),tensor(48.7531)
tensor(305.0156),tensor(298.4320),tensor(18.5536),tensor(28.3510)
tensor(178.0525),tensor(277.6576),tensor(11.6006),tensor(17.1819)
----- NEW FRAME -----
tensor(312.2770),tensor(302.7454),tensor(20.9948),tensor(31.7428)
tensor(625.0863),tensor(352.0577),tensor(29.8273),tensor(56.9788)
tensor(178.7250),tensor(278.6896),tensor(12.2621),tensor(17.2277)
tensor(454.8369),tensor(401.1125),tensor(11.6644),tensor(16.1786)
tensor(102.8582),tensor(274.0844),tensor(9.7178),tensor(14.6183)
----- NEW FRAME -----
tensor(315.9391),tensor(307.0071),tensor(22.8108),tensor(34.9009)
tensor(174.6896),tensor(279.1924),tensor(12.4908),tensor(18.3463)
tensor(96.6962),tensor(274.4518),tensor(9.6084),tensor(14.5021)
tensor(454.8811),tensor(401.1998),tensor(11.6423),tensor(15.9091)
----- NEW FRAME -----
tensor(364.9876),tensor(314.0398),tensor(28.0179),tensor(39.0081)
tensor(211.2290),tensor(279.7432),tensor(14.1420),tensor(21.2711)
----- NEW FRAME -----
tensor(454.5115),tensor(327.9844),tensor(31.9730),tensor(41.8871)
tensor(196.4022),tensor(275.0368),tensor(14.2742),tensor(16.5709)
tensor(272.9974),tensor(282.7375),tensor(16.0176),tensor(19.2702)
tensor(455.5126),tensor(402.2257),tensor(12.6906),tensor(14.9266)
----- NEW FRAME -----
tensor(46.2523),tensor(297.6293),tensor(20.6872),tensor(26.9534)
tensor(567.7141),tensor(345.1514),tensor(39.3740),tensor(51.6295)
tensor(333.5718),tensor(285.5466),tensor(15.8981),tensor(19.3311)
tensor(80.8387),tensor(278.7268),tensor(12.5037),tensor(16.5223)
tensor(255.4089),tensor(277.6099),tensor(11.0739),tensor(15.7711)
----- NEW FRAME -----
tensor(41.1849),tensor(299.3010),tensor(20.7292),tensor(29.7222)
tensor(628.3666),tensor(367.3278),tensor(23.2667),tensor(62.8992)
tensor(350.6493),tensor(287.7986),tensor(14.4240),tensor(22.6971)
tensor(266.9111),tensor(278.8306),tensor(11.1125),tensor(16.9711)
tensor(86.1016),tensor(279.9055),tensor(14.5186),tensor(18.0380)
----- NEW FRAME -----
tensor(18.7086),tensor(303.9403),tensor(24.3259),tensor(32.8638)
tensor(356.8931),tensor(288.9594),tensor(17.1039),tensor(24.9760)
tensor(268.0919),tensor(278.3849),tensor(12.1974),tensor(18.3903)
tensor(77.5670),tensor(279.3188),tensor(15.8076),tensor(18.8453)
----- NEW FRAME -----
tensor(362.9865),tensor(292.8949),tensor(15.2030),tensor(25.2898)
tensor(268.5746),tensor(279.5477),tensor(12.5248),tensor(18.1125)
tensor(66.5505),tensor(281.2361),tensor(12.7479),tensor(19.9620)
----- NEW FRAME -----
tensor(370.8672),tensor(295.5307),tensor(17.9873),tensor(28.3220)
tensor(269.8480),tensor(280.0158),tensor(12.5408),tensor(18.9337)
tensor(56.0539),tensor(281.2920),tensor(15.6470),tensor(21.2789)
----- NEW FRAME -----
tensor(396.7572),tensor(300.9918),tensor(20.7178),tensor(30.6180)
tensor(285.9260),tensor(284.2138),tensor(13.8016),tensor(20.7053)
tensor(62.2716),tensor(285.2467),tensor(17.3395),tensor(21.5404)
tensor(454.1565),tensor(400.5003),tensor(12.7864),tensor(13.5952)
----- NEW FRAME -----
tensor(475.2468),tensor(310.3926),tensor(24.0250),tensor(34.9727)
tensor(344.0892),tensor(287.8083),tensor(16.5828),tensor(22.7511)
tensor(117.1555),tensor(287.4101),tensor(18.8911),tensor(21.7514)
tensor(635.6924),tensor(76.9433),tensor(8.6151),tensor(27.8856)
----- NEW FRAME -----
tensor(553.4949),tensor(322.8229),tensor(27.5520),tensor(40.7125)
tensor(153.4925),tensor(290.1933),tensor(15.9197),tensor(22.8326)
tensor(391.0156),tensor(293.3042),tensor(15.3599),tensor(24.2927)
tensor(4.8526),tensor(358.2392),tensor(9.7052),tensor(23.5682)
----- NEW FRAME -----
tensor(596.7379),tensor(334.3622),tensor(32.9714),tensor(46.6461)
tensor(404.8188),tensor(297.6345),tensor(17.0576),tensor(26.6273)
tensor(149.7672),tensor(295.5289),tensor(18.7954),tensor(24.1439)
tensor(362.2803),tensor(279.7090),tensor(11.1741),tensor(17.2548)
tensor(202.2554),tensor(278.3073),tensor(10.7048),tensor(14.3667)
----- NEW FRAME -----
tensor(408.2960),tensor(301.6191),tensor(16.8367),tensor(27.9164)
tensor(628.1825),tensor(347.3828),tensor(23.6350),tensor(51.4668)
tensor(132.2236),tensor(298.7552),tensor(19.2838),tensor(26.8397)
tensor(193.6365),tensor(279.3949),tensor(11.5184),tensor(16.8008)
tensor(361.6543),tensor(282.3959),tensor(10.7008),tensor(16.0085)
----- NEW FRAME -----
tensor(415.1435),tensor(308.1559),tensor(18.7028),tensor(31.3324)
tensor(112.6853),tensor(306.2413),tensor(21.1654),tensor(29.0134)
tensor(362.2593),tensor(284.7407),tensor(11.3754),tensor(18.1141)
tensor(185.1690),tensor(283.6351),tensor(11.1050),tensor(17.0427)
----- NEW FRAME -----
tensor(89.7370),tensor(312.7444),tensor(24.2175),tensor(33.9557)
tensor(422.1439),tensor(313.4333),tensor(20.4797),tensor(34.3959)
tensor(362.7803),tensor(286.2081),tensor(12.0851),tensor(19.6014)
tensor(175.9220),tensor(284.9526),tensor(10.9069),tensor(17.6603)
----- NEW FRAME -----
tensor(432.4171),tensor(315.1226),tensor(23.0255),tensor(36.8281)
